pos_x, pos_y, pos_z
0.012261, -0.353924, 0.814373
1.331430, -0.168691, 0.914798
1.280606, 0.187603, 0.725483
1.294325, 0.227589, 0.814460
1.424320, 0.133637, 0.657060
1.560702, 0.382033, 1.390337
1.014609, 0.196018, 1.405062
1.482737, 0.133287, 0.646320
2.516226, -0.104604, 2.288016
1.153161, -0.040337, 1.523955
0.775447, -0.305089, 2.484720
1.063997, 0.025449, 1.364063
1.225875, -0.023031, 1.462946
1.013199, -0.018388, 1.471954
0.955638, -0.544015, 2.715547
2.202105, -0.136667, 1.828364
2.224817, -0.085662, 1.882485
1.686961, 0.031006, 1.501256
1.240519, -0.253364, 2.030224
0.488038, -0.252700, 1.080127
2.223443, -0.441421, 2.231436
0.011558, -0.355759, 0.820605
-0.051202, 0.059682, 0.053150
0.517901, -0.184821, 1.125873
1.041452, -0.113794, 1.808048
1.131130, -0.524977, 2.391409
1.023655, -0.025318, 1.493085
0.822292, 0.153908, 1.813747
0.866642, 0.149571, 1.736588
0.867600, 0.315847, 1.042462
1.176898, 0.560219, 0.790599
0.465524, 0.351444, 1.030307
1.114219, -0.133864, 1.883459
1.066892, -0.194030, 1.797874
0.956651, -0.172409, 1.649782
0.957252, -0.174130, 1.647320
1.339137, -0.618444, 2.366543
1.537441, 0.269895, 1.746816
1.135136, 0.027249, 1.337386
1.348727, -0.630196, 2.395673
1.394745, -0.700976, 2.429708
1.276547, 0.190473, 0.723300
2.129416, -0.684933, 3.670295
0.761938, -0.102874, 1.473271
1.415809, -1.109689, 2.263767
0.814726, -0.612069, 1.916487
0.103706, 0.052282, 0.886288
1.136886, -0.203344, 1.853986
0.749329, -0.079975, 1.416437
1.979941, 0.186555, 1.830564
0.460537, -0.553761, 1.696788
2.033574, -0.735935, 2.036135
2.053509, -0.075913, 2.307442
0.401069, 0.231158, 1.005740
0.589842, 0.358382, 0.987786
0.405457, -0.025847, 1.015823
2.054289, -0.597693, 2.294442
2.507784, -0.243743, 2.698808
1.355378, 0.118196, 0.716592
0.517448, -0.023803, 1.104971
0.833591, 0.300157, 1.316319
1.618271, 0.232994, 1.837284
0.986763, -0.210436, 1.719205
1.152130, -0.041118, 1.521136
1.026104, -0.023089, 1.501018
1.166771, -0.070454, 1.940970
0.457331, -0.171100, 2.199367
1.107371, -0.071759, 1.652773
2.342121, -0.685656, 2.084765
2.002361, -0.431712, 1.343763
1.993291, -0.429385, 1.338720
1.890350, 0.058808, 1.645513
2.378656, -0.504467, 2.032154
1.743306, -0.134430, 2.172842
2.012598, -0.229824, 2.289004
2.264668, -0.576905, 3.057001
2.298922, 0.043952, 2.030480
1.098999, -0.201173, 1.858650
1.212122, -0.720369, 2.172038
1.283791, -0.258228, 2.054727
1.130931, -0.667755, 2.639598
-0.030476, 0.065034, 0.045371
-0.026100, 0.062244, 0.051203
-0.025827, 0.062752, 0.050317
0.487328, 0.238948, 1.183262
1.240547, 0.472641, 1.159341
0.451319, -0.000510, 1.006257
0.771769, 0.266049, 0.889464
1.237496, -0.588816, 2.500688
0.857529, -0.838699, 2.745123
1.085040, -0.743156, 2.554686
1.274131, 0.081743, 0.758686
-0.054018, 0.342346, 1.484314
0.486045, -0.247630, 1.078303
0.951444, -0.028788, 1.665089
0.976976, -0.086226, 1.725193
1.278124, -0.444158, 2.517013
2.336355, 0.065653, 2.252064
0.389183, 0.080496, 1.022867
1.158143, 0.223377, 0.645942
1.004759, 0.283196, 1.254144
1.898246, 0.083541, 2.174294
1.303633, -0.472312, 2.649583
0.493151, -0.317703, 1.277246
0.520477, 0.274808, 1.189093
0.986159, 0.261738, 1.219595
0.688902, -0.703236, 2.488565
0.690656, 0.218111, 0.859292
0.448318, 0.328681, 1.053243
0.827197, 0.219498, 1.798817
0.210242, -0.323044, 2.305745
1.057055, -0.111715, 1.762902
-0.249362, -0.124026, 0.913093
-0.167768, -0.022013, 0.264355
-0.057499, 0.054676, 0.090799
1.119851, -0.171244, 1.874136
0.932672, -0.140163, 1.674159
0.217372, -0.203872, 1.974191
0.730049, -0.047753, 1.400282
0.378073, -0.425134, 2.504457
0.786478, -0.711544, 2.400281
